Date	Time	 Region 	 Prefecture 	City	 RF Cluster	Group Center 	vCU	vDU	Zone	Site	Cell	Band	Site Status	Site Category	ECGI	ENBID	1002-Max UE Num	1011-Sector DL Throughput (Mbps)	1013-Radio Network Availability Rate (%)	3150-DL PRB Utilization	3644-CCE Utilization (%)	4095-ERAB Rel PDSCH Utilization	3645-CCE Utilization AGG1 (%)	3646-CCE Utilization AGG2 (%)	3647-CCE Utilization AGG4 (%)	3648-CCE Utilization AGG8 (%)	0004-DL PRB Utilization_Generic	1685-Test_FDDL.RprtNbr.CQI	1775-Test_FDDL.Cqi1Nbr.CW	1777-Test_FDDL.Cqi2Nbr.CW	1779-Test_FDDL.Cqi3Nbr.CW	1785-Test_FDDL.Cqi4Nbr.CW	3072-Average CQI	3138-Average CQI Nom	3139-Average CQI Denom	1191-Average DL User Throughput (Mbps)	1192-Average UL User Throughput (Mbps)	3140-Average DL User Throughput Nom	3141-Average DL User Throughput Denom (Seconds)	3142-Average UL User Throughput Nom (bits)	3143-Average UL User Throughput Denom (Seconds)	4316-Average User Data Volume	1020-DL Traffic Volume (GB)	1021-UL Traffic Volume (GB)	1027-Total Traffic Volume (GB)	1196-Traffic Volume VOLTE	1084-DL  Transport BLER %	3146-DL IBLER % Nom	3147-DL IBLER % Denom	1085-UL Transport Bler %	3148-UL IBLER % Nom	3149-UL IBLER Denom	1058-UL RSSI (dBm)	5297-DL Average MCS	4389-Average User Data Volume	1640-Test_FDUL.64QamDstrbtnNbr	1634-Test_FDUL.16QamDstrbtnNbr	1632-Test_FDUL.QpskDstrbtnNbr	3169-DL Qpsk Distribution	3171-DL 16QAM Distribution	3174-DL 64 QAM Distribution	3167-DL QPSK Distribution Nom	3170-DL 16Qam Distribution NOM	3173-DL 64 QAM Distribution NOM	3168-Modulation Distribution DNOM	1787-Test_FDDL.Cqi5Nbr.CW	1789-Test_FDDL.Cqi6Nbr.CW	1791-Test_FDDL.Cqi7Nbr.CW	1793-Test_FDDL.Cqi8Nbr.CW	1796-Test_FDDL.Cqi9Nbr.CW	1799-Test_FDDL.Cqi10Nbr.CW	1801-Test_FDDL.Cqi11Nbr.CW	1803-Test_FDDL.Cqi12Nbr.CW	1805-Test_FDDL.Cqi13Nbr.CW	1806-Test_FDDL.Cqi14Nbr.CW	1807-Test_FDDL.Cqi15Nbr.CW
16/06/2020	15:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Inokoishi	UHN1AIC100400267	UHN1AIC101400535	NAGOYA	NNC2301000446	12	1800	ONAIR	Bronze	4.40119E+12	360716	15	11.4271	100	10.5199	7.0695	-	4.2565	41.2798	54.4638	0	10.5199	0.125	703	861	961	1110	8.75	70	8	12.2961	2.5405	4223874512	343.513	119127016	46.892	0.0004	0.5608	0.0252	0.586	0	6.6259	33852	510906	10.2913	15091	146639	-96.8384	20.3638	0.3057	81587	47356	17696	9.6971	23.4683	66.8346	33929	82113	233847	349889	1059	1285	1672	1853	1611	1590	3100	2552	1800	2702	1164
17/06/2020	20:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Inokoishi	UHN1AIC100400267	UHN1AIC101400535	NAGOYA	NNC2301000446	12	1800	ONAIR	Bronze	4.40119E+12	360716	19	6.1021	100	19.3178	16.6297	-	2.9532	18.8695	78.1774	0	19.3178	0.125	887	1045	1140	1385	9.125	73	8	6.5412	0.8397	4655401264	711.703	287656512	342.556	0.0003	0.6205	0.0519	0.6724	0	7.675	77696	1012331	15.7428	81886	520149	-99.3567	15.1664	0.2033	140169	81812	298167	16.0017	54.6136	29.3847	127481	435092	234100	796673	1690	2631	4245	2813	2499	2790	3962	2710	1775	1892	1125
11/06/2020	19:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	4	1800	ONAIR	Critical	4.40119E+12	360717	22	9.4519	100	15.0253	10.4684	-	5.5145	44.1037	50.3818	0	15.0253	0.3125	1022	1207	1302	1476	9.95	199	20	10.3751	2.997	6244173736	601.841	323395880	107.905	0.0003	0.8142	0.0576	0.8718	0	9.0368	99080	1096404	11.5372	33735	292401	-92.4763	15.6879	0.196	106297	120920	65188	21.1982	33.0762	45.7257	49160	76706	106041	231907	1442	1726	1822	2281	2452	2561	3111	4225	2659	2545	3681
12/06/2020	23:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	4	1800	ONAIR	Critical	4.40119E+12	360717	22	9.5459	100	18.6543	13.4887	-	6.1016	38.6105	55.2879	0	18.6543	0.2812	502	517	571	594	10.0556	181	18	10.6689	3.8436	7230234176	677.691	1145946952	298.141	0.0003	0.9652	0.1611	1.1263	0	7.839	104189	1329117	9.3909	50198	534537	-95.0683	16.1951	0.2077	185139	147315	202084	9.8484	44.6646	45.487	39694	180021	183336	403051	689	800	800	1487	2480	2835	4704	4908	2887	2488	1906
13/06/2020	10:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	4	1800	ONAIR	Critical	4.40119E+12	360717	28	10.3148	100	31.8255	15.3836	-	5.9352	60.0416	34.0232	0	31.8255	0.4062	578	668	805	762	10.3462	269	26	10.6474	4.3706	12890359616	1210.655	621952120	142.302	0.0003	1.6772	0.1153	1.7925	0	7.8596	151019	1921455	11.1318	47997	431170	-94.5098	16.6361	0.2351	277574	99649	53915	11.6922	34.5693	53.7384	49519	146408	227593	423520	1013	1201	1282	1622	2568	3118	4503	4360	2194	1647	4098
14/06/2020	23:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	4	1800	ONAIR	Critical	4.40119E+12	360717	21	12.3626	100	19.3139	10.9424	-	5.6742	47.4555	46.8702	0	19.3139	0.3281	246	319	377	367	10.2857	216	21	13.1302	2.4934	8451513384	643.67	249019864	99.873	0.0006	1.9526	0.046	1.9986	0	8.2731	106770	1290567	10.4728	31757	303234	-96.1093	20.2868	0.4086	77466	159414	66325	3.3284	8.7738	87.8978	21134	55711	558124	634969	532	587	715	1127	1355	2046	10933	6685	1168	1538	1576
15/06/2020	00:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	4	1800	ONAIR	Critical	4.40119E+12	360717	17	16.07	100	16.3478	8.9674	-	7.5869	57.1873	35.2258	0	16.3478	0.1719	312	387	465	529	10.8182	119	11	17.5108	3.7781	9532717688	544.39	351691496	93.088	0.0012	2.6307	0.0642	2.6949	0	9.2061	126025	1368928	10.7931	28981	268514	-95.9171	21.8117	0.8462	69954	165209	33331	1.619	4.4677	93.9133	13498	37248	782973	833719	715	589	515	852	964	1294	8294	13567	1872	1280	1114
16/06/2020	16:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	4	1800	ONAIR	Critical	4.40119E+12	360717	25	7.9938	100	31.5093	19.8891	-	10.0286	52.6667	37.3047	0	31.5093	0.375	1404	1565	1739	1990	10.0833	242	24	8.151	9.0491	10126271328	1242.328	5981108144	660.961	-0.0007	3.0567	0.7761	3.8328	6.8154	8.1557	170850	2094845	9.651	95996	994677	-94.477	15.9371	0.6923	601395	273728	119570	14.5803	41.2684	44.1513	206595	584751	625600	1416946	2074	3077	4009	5569	6329	6994	9028	9769	7566	5287	9554
17/06/2020	13:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	4	1800	ONAIR	Critical	4.40119E+12	360717	25	7.0326	100	23.9042	20.226	-	8.8637	42.624	48.5123	0	23.9042	0.2031	1262	1461	1695	1972	9.3846	122	13	7.2085	8.8222	6802490136	943.675	7492945976	849.329	-0.0017	2.4971	0.9585	3.4555	9.7804	8.4751	143012	1687445	9.627	110818	1151121	-95.5302	14.6285	0.6733	677627	376016	97079	25.4771	39.9923	34.5307	378410	594004	512883	1485297	2355	3444	4834	6874	6957	6833	7387	8585	5857	4214	6381
11/06/2020	12:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	5	1800	ONAIR	Critical	4.40119E+12	360717	24	8.0589	100	13.6567	10.9344	-	7.1167	37.4608	55.4225	0	13.6567	0.3125	682	907	1011	1241	9.9	198	20	9.5614	2.1507	4525550104	473.313	388895016	180.82	0.0001	0.6145	0.0663	0.6808	0.2108	7.4397	70955	953734	10.199	44380	435139	-96.8158	14.1801	0.1212	131782	162697	140694	25.5572	43.097	31.3458	125765	212077	154250	492092	2511	4247	3367	3723	4070	3583	2957	2232	1495	1214	3106
12/06/2020	18:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	5	1800	ONAIR	Critical	4.40119E+12	360717	19	8.6132	100	24.2761	11.2512	-	5.0394	56.7574	38.2032	0	24.2761	0.1406	741	757	893	889	9.6667	87	9	9.1054	2.131	7695181760	845.119	300616088	141.066	0.0001	0.9869	0.0469	1.0338	0.7888	8.054	82608	1025675	10.4163	31267	300173	-96.0955	17.396	0.3252	94654	93627	111814	8.3672	32.5339	59.0989	71780	279101	506996	857877	1075	1422	1500	2284	2387	2511	4075	3420	2050	1351	2552
13/06/2020	01:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	5	1800	ONAIR	Critical	4.40119E+12	360717	14	13.0235	100	20.2476	9.5578	-	6.4393	56.1687	37.392	0	20.2476	0.2188	90	91	109	124	10.5	147	14	13.828	2.0263	9481400048	685.666	281889368	139.115	0.0006	1.2409	0.0546	1.2954	0	7.3006	69527	952343	9.8942	28636	289421	-97.355	11.2442	0.4385	126456	34511	128453	43.984	32.5163	23.4997	2961	2189	1582	6732	211	287	173	230	182	216	215	230	151	194	413
14/06/2020	23:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	5	1800	ONAIR	Critical	4.40119E+12	360717	16	8.6969	100	36.3353	11.7804	-	4.3682	68.7728	26.859	0	36.3353	0.1562	126	147	238	439	8.3	83	10	8.9281	3.2192	11297433848	1265.373	216135936	67.139	0.0008	1.4239	0.0516	1.4755	0	8.4807	108288	1276872	10.0987	21767	215543	-97.0542	20.2561	0.5922	107884	85405	22210	22.9814	4.9689	72.0497	2738	592	8584	11914	224	136	145	226	329	348	321	304	224	260	838
15/06/2020	13:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	5	1800	ONAIR	Critical	4.40119E+12	360717	18	3.3669	100	9.16	14.6473	-	32.6116	42.824	24.5644	0	9.16	0.2656	383	441	467	484	11.7059	199	17	9.988	12.5946	1987610008	199	18197158904	1444.835	0.0011	0.3855	2.2941	2.6796	0	8.1385	130712	1606088	9.9726	161001	1614426	-97.4854	16.6208	0.7888	1465867	105035	43827	5.8664	48.7594	45.3741	85001	706495	657444	1448940	538	767	1173	2965	6295	6467	5161	2666	1860	1069	2046
16/06/2020	16:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	5	1800	ONAIR	Critical	4.40119E+12	360717	26	7.8983	100	20.327	14.9215	-	14.3205	56.7829	28.8966	0	20.327	0.2656	608	783	903	860	10.8824	185	17	8.2427	10.8596	6269761176	760.647	7320115768	674.068	-0.0022	0.8318	0.9349	1.7666	7.589	8.1836	116706	1426099	9.1888	83743	911361	-94.6232	15.7475	0.486	683431	207087	20843	15.8264	44.6819	39.4918	196151	553784	489458	1239393	1202	2095	2458	4424	5404	5416	5702	5332	4014	2378	7058
17/06/2020	18:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	5	1800	ONAIR	Critical	4.40119E+12	360717	15	11.8571	100	5.4078	4.247	-	4.3215	30.6992	64.9793	0	5.4078	0.1094	356	411	439	443	9	63	7	13.7593	4.9912	2139701984	155.51	117074096	23.456	0.0002	0.2799	0.0196	0.2995	0	6.8284	19658	287887	12.8176	10290	80280	-91.4018	17.7056	0.1587	37252	37305	5715	9.421	41.2879	49.2911	16553	72544	86606	175703	471	568	615	959	1185	1044	916	880	552	489	1235
11/06/2020	00:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	6	1800	ONAIR	Critical	4.40119E+12	360717	21	11.6863	100	24.5857	11.6258	-	6.0311	63.0759	30.893	0	24.5857	0.3594	565	531	647	632	10.6522	245	23	12.5583	3.9482	11135925384	886.74	355988072	90.164	0.0004	1.4757	0.0723	1.548	0	7.7878	130672	1677903	10.6574	34009	319111	-95.0372	15.5355	0.2945	261107	41626	16341	5.4774	60.1391	34.3835	62836	689913	394446	1147195	660	668	1136	4219	4372	3420	5461	2934	3762	814	1074
12/06/2020	13:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	6	1800	ONAIR	Critical	4.40119E+12	360717	19	10.3265	100	31.6716	13.0757	-	16.0856	62.9751	20.9392	0	31.6716	0.25	586	684	783	726	11.625	186	16	11.6069	12.8947	12539286952	1080.33	7391790232	573.244	0.0009	1.6156	0.9429	2.5585	0	8.3617	120503	1441138	10.564	76558	724709	-96.3732	19.2453	0.6818	678231	33451	13017	2.9088	23.5513	73.5399	38211	309376	966038	1313625	736	998	1531	1275	2300	1804	2306	3698	4889	2808	3679
13/06/2020	09:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	6	1800	ONAIR	Critical	4.40119E+12	360717	23	10.0908	100	29.6671	15.9019	-	4.0491	38.6423	57.3086	0	29.6671	0.2969	881	1011	1053	1057	10.2632	195	19	10.4171	1.1868	11165514176	1071.849	408677312	344.354	0.0005	1.419	0.0669	1.4859	0	7.0024	94080	1343533	12.2518	64817	529039	-101.0881	16.8769	0.3387	70542	125639	332611	5.4567	41.6299	52.9134	39000	297535	378180	714715	1170	1370	1638	1871	2686	3311	3211	2162	1822	1552	2235
14/06/2020	01:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	6	1800	ONAIR	Critical	4.40119E+12	360717	27	14.7427	100	45.8381	22.1944	-	5.0914	65.0999	29.8088	0	45.8381	0.5156	450	444	561	545	9.9697	329	33	14.7444	4.3206	25956695432	1760.447	800827800	185.352	0.0006	3.3412	0.155	3.4962	0	8.0206	236053	2943066	10.3298	54644	528993	-97.1043	16.8645	0.4407	374834	92431	61729	5.0392	47.6607	47.3	29310	277212	275114	581636	554	610	958	2208	3004	2477	2583	3501	2173	1441	2896
15/06/2020	02:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	6	1800	ONAIR	Critical	4.40119E+12	360717	19	12.0418	100	27.8755	11.6331	-	4.3328	64.2895	31.3777	0	27.8755	0.25	200	223	283	243	9.625	154	16	12.34	2.2829	12285248288	995.564	225802784	98.911	0.0006	1.5463	0.0485	1.5948	0	8.2527	105158	1274220	11.9035	29681	249346	-97.2861	12.2988	0.406	131163	70061	48123	31.1433	45.033	23.8237	5527	7992	4228	17747	315	347	324	319	572	844	958	1313	497	475	749
16/06/2020	14:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	6	1800	ONAIR	Critical	4.40119E+12	360717	24	10.8737	100	45.9652	16.2461	-	4.7332	67.4956	27.7713	0	45.9652	0.2344	927	1121	1311	1268	10.8	162	15	11.0279	2.7537	18320939872	1661.329	394976384	143.433	0.0008	2.3141	0.0872	2.4012	0.0101	8.5175	163280	1917002	10.4309	37747	361876	-97.2517	19.8492	0.5657	145790	147363	68741	5.1208	17.6118	77.2674	13250	45570	199927	258747	1465	1620	1388	1456	1533	1848	2429	3298	4557	3046	4717
17/06/2020	00:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301000467	6	1800	ONAIR	Critical	4.40119E+12	360717	25	9.9348	100	33.5539	17.8709	-	4.7922	40.849	54.3588	0	33.5539	0.4219	434	443	437	471	11.3333	306	27	10.1389	4.0766	12625744984	1245.283	877649032	215.287	0.0004	1.6445	0.137	1.7816	0	7.7952	137710	1766603	10.0765	49338	489636	-96.4186	18.3234	0.2694	263166	98733	127736	4.3588	33.9454	61.6958	17716	137969	250759	406444	450	515	502	782	1317	1968	2161	1811	1480	1285	2671
11/06/2020	17:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301008899	1	1800	ONAIR	Bronze	4.40119E+12	360717	21	10.8804	100	17.7826	8.0802	-	7.5936	53.3244	39.0821	0	17.7826	0.1875	1809	1896	2096	2124	8.5	102	12	11.4543	1.6007	6915962856	603.787	201342064	125.785	0.0004	0.888	0.0318	0.9198	0.0101	6.8597	53606	781468	10.7764	27964	259494	-98.1467	19.2558	0.2682	43482	73087	142983	3.786	22.3195	73.8945	27991	165014	546323	739328	2348	2592	2815	3583	5585	3165	3231	3468	2818	2545	5356
12/06/2020	22:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301008899	1	1800	ONAIR	Bronze	4.40119E+12	360717	18	9.8427	100	17.2437	10.8578	-	5.5584	35.0929	59.3487	0	17.2437	0.2031	1354	1612	1609	1780	9.6154	125	13	10.5556	1.2444	6458940928	611.899	272037200	218.607	0.0003	0.8296	0.0411	0.8707	0	7.8905	83071	1052804	9.884	39845	403128	-102.1724	12.3698	0.2137	29764	116219	257155	27.7764	59.0127	13.2109	67645	143716	32173	243534	1825	1855	2039	2329	2208	2373	2656	2235	2336	1937	2910
13/06/2020	10:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301008899	1	1800	ONAIR	Bronze	4.40119E+12	360717	19	7.5547	100	10.5517	9.1419	-	20.2295	47.1245	32.646	0	10.5517	0.2344	1169	1185	1284	1475	10.0667	151	15	12.3589	11.557	3834373584	310.251	5595036384	484.125	0.0006	0.7759	0.7108	1.4867	0	7.9116	72467	915964	10.1584	65568	645455	-96.9908	19.0538	0.4	457871	137410	50156	9.0235	25.9469	65.0296	16086	46255	115927	178268	1395	1578	1686	1858	2558	2380	2400	2265	2252	2784	2781
14/06/2020	20:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301008899	1	1800	ONAIR	Bronze	4.40119E+12	360717	22	3.6776	97.9167	6.7349	9.4154	-	21.5667	34.0661	44.3672	0	6.7349	0.2656	1286	1403	1582	1675	9.1176	155	17	7.8676	11.1634	1282961376	163.069	6579717712	589.4	0.0011	1.1717	0.828	1.9997	0	6.4637	35944943	556102652	10.6458	25686419	241281555	-98.1326	21.5294	0.5819	511564	110691	89544	5.8362	16.7923	77.3715	23484890	67572887	311345364	402403141	2021	2048	2339	2748	3168	2373	2512	3059	2593	1979	2734
15/06/2020	22:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301008899	1	1800	ONAIR	Bronze	4.40119E+12	360717	18	9.129	100	4.9344	5.0396	-	7.4399	28.6275	63.9325	0	4.9344	0.1562	849	951	1042	1055	8.1	81	10	12.177	2.8888	1617850040	132.861	216397688	74.91	0.0011	2.0619	0.0346	2.0965	0	7.9906	29436	368385	10.5936	18205	171849	-95.2711	13.1483	0.7907	70414	38957	62496	20.1303	64.9077	14.962	36729	118428	27299	182456	1011	1878	4062	1642	1241	1097	1053	1129	1050	909	1659
16/06/2020	01:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301008899	1	1800	ONAIR	Bronze	4.40119E+12	360717	14	5.7963	100	2.6747	4.4589	-	18.3407	28.115	53.5443	0	2.6747	0.0938	372	473	498	599	9	54	6	15.7459	11.7845	747723936	47.487	2680355656	227.447	0.0016	1.7851	0.3381	2.1232	0	8.4493	27953	330831	10.6026	29353	276847	-97.313	10.4837	1.1832	219330	44361	13149	54.9861	23.3691	21.6448	4560	1938	1795	8293	1124	574	782	639	713	607	658	604	522	552	814
17/06/2020	00:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301008899	1	1800	ONAIR	Bronze	4.40119E+12	360717	20	12.8763	100	13.9262	6.8336	-	6.7094	56.3288	36.9617	0	13.9262	0.0312	1375	1517	1666	1947	8.5	17	2	14.0905	3.0399	6469071304	459.108	182347272	59.984	0.0011	2.3523	0.0347	2.387	0	7.6573	53210	694892	10.0339	19042	189776	-96.4031	21.3158	0.8255	60102	93960	35724	3.5782	16.4547	79.967	14659	67410	327601	409670	1799	2080	2804	2810	3050	3208	2078	3231	4784	1734	2097
11/06/2020	14:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301008899	2	1800	ONAIR	Bronze	4.40119E+12	360717	16	10.7936	100	5.1744	4.9069	-	4.479	27.4572	68.0638	0	5.1744	0.125	190	213	268	291	10.375	83	8	12.6271	3.5809	1954734920	154.805	143022632	39.94	0.0012	1.8663	0.0252	1.8915	0	7.5958	22343	294149	15.9241	17567	110317	-96.0236	15.5358	0.848	66847	19865	23599	27.9438	21.9837	50.0726	14825	11663	26565	53053	498	485	476	449	418	366	491	599	422	930	920
12/06/2020	14:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301008899	2	1800	ONAIR	Bronze	4.40119E+12	360717	17	15.7714	100	18.9737	7.5438	-	4.8321	60.7785	34.3894	0	18.9737	0.0938	260	283	393	386	11.3333	68	6	16.6521	3.6347	11231876736	674.502	154402144	42.48	0.0016	2.4636	0.0379	2.5015	0.0927	7.5685	82235	1086547	10.9291	15763	144230	-95.575	16.2565	1.1757	97647	32622	13961	22.409	24.4293	53.1617	4692	5115	11131	20938	460	685	595	482	505	615	562	660	568	737	1728
13/06/2020	23:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301008899	2	1800	ONAIR	Bronze	4.40119E+12	360717	17	10.2682	100	21.7351	8.446	-	5.362	62.2032	32.4347	0	21.7351	0.1562	102	141	287	273	9.9	99	10	10.6465	2.574	8613808136	809.076	182398336	70.862	0.0011	1.9639	0.0395	2.0034	0	8.2408	95125	1154324	10.4566	18959	181311	-97.8099	13.9107	0.7891	72165	63136	45968	37.7429	17.1026	45.1545	3030	1373	3625	8028	440	273	292	255	215	177	241	262	204	212	847
14/06/2020	06:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301008899	2	1800	ONAIR	Bronze	4.40119E+12	360717	12	8.5459	100	1.2488	2.4958	-	1.1133	4.9945	93.8922	0	1.2488	0.0469	160	160	215	221	11	33	3	10.8391	2.5956	101313376	9.347	6470800	2.493	0.0041	1.7254	0.0011	1.7265	0	8.4261	1899	22537	17.1536	2648	15437	-95.1115	13.5994	2.9318	7499	6077	1866	27.5707	42.1027	30.3266	2271	3468	2498	8237	231	269	220	192	187	201	244	267	236	186	802
15/06/2020	12:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301008899	2	1800	ONAIR	Bronze	4.40119E+12	360717	19	7.2187	100	7.5385	6.6064	-	4.1337	26.5416	69.3248	0	7.5385	0.1562	584	644	689	774	11	110	10	7.8772	1.5899	1951640552	247.758	150938944	94.939	0.0006	1.1101	0.0247	1.1348	0	7.0302	24396	347016	10.8699	20512	188705	-98.6243	12.7718	0.4262	42976	48331	97380	29.1664	50.1028	20.7308	53758	92347	38210	184315	849	1260	1343	1774	2059	2046	1780	1388	780	870	1348
16/06/2020	19:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301008899	2	1800	ONAIR	Bronze	4.40119E+12	360717	18	11.1819	100	17.8301	7.9757	-	4.63	57.7458	37.6242	0	17.8301	0.2031	142	138	215	330	10.4615	136	13	11.7791	2.777	7769859736	659.633	117800744	42.42	0.0007	1.5133	0.0328	1.5461	0	7.8401	85192	1086624	11.5829	18892	163103	-92.8106	9.4936	0.5283	120311	24244	18549	59.5211	20.9597	19.5192	6239	2197	2046	10482	292	450	394	583	642	593	407	400	316	325	720
17/06/2020	17:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-MEITO-HONGO	Inokoishi	UHN1AIC100400268	UHN1AIC101400536	NAGOYA	NNC2301008899	2	1800	ONAIR	Bronze	4.40119E+12	360717	18	13.64	100	15.5185	7.9464	-	5.6044	56.008	38.3876	0	15.5185	0.2031	924	964	1161	1357	9.6154	125	13	14.469	4.1884	8348324712	576.982	226341224	54.04	0.0006	1.5821	0.044	1.6262	0	7.7302	83205	1076365	10.7394	20621	192013	-95.6209	16.2158	0.4559	73940	101192	16850	7.372	45.1598	47.4683	39142	239779	252036	530957	1456	1635	1665	1443	2047	2888	4445	4183	1809	1785	2608
