Date	Time	 Region 	 Prefecture 	City	 RF Cluster	Group Center 	vCU	vDU	Zone	Site	Cell	Band	Site Status	Site Category	ECGI	ENBID	1002-Max UE Num	1011-Sector DL Throughput (Mbps)	1013-Radio Network Availability Rate (%)	3150-DL PRB Utilization	3644-CCE Utilization (%)	4095-ERAB Rel PDSCH Utilization	3645-CCE Utilization AGG1 (%)	3646-CCE Utilization AGG2 (%)	3647-CCE Utilization AGG4 (%)	3648-CCE Utilization AGG8 (%)	0004-DL PRB Utilization_Generic	1685-Test_FDDL.RprtNbr.CQI	1775-Test_FDDL.Cqi1Nbr.CW	1777-Test_FDDL.Cqi2Nbr.CW	1779-Test_FDDL.Cqi3Nbr.CW	1785-Test_FDDL.Cqi4Nbr.CW	3072-Average CQI	3138-Average CQI Nom	3139-Average CQI Denom	1191-Average DL User Throughput (Mbps)	1192-Average UL User Throughput (Mbps)	3140-Average DL User Throughput Nom	3141-Average DL User Throughput Denom (Seconds)	3142-Average UL User Throughput Nom (bits)	3143-Average UL User Throughput Denom (Seconds)	4316-Average User Data Volume	1020-DL Traffic Volume (GB)	1021-UL Traffic Volume (GB)	1027-Total Traffic Volume (GB)	1196-Traffic Volume VOLTE	1084-DL  Transport BLER %	3146-DL IBLER % Nom	3147-DL IBLER % Denom	1085-UL Transport Bler %	3148-UL IBLER % Nom	3149-UL IBLER Denom	1058-UL RSSI (dBm)	5297-DL Average MCS	4389-Average User Data Volume	1640-Test_FDUL.64QamDstrbtnNbr	1634-Test_FDUL.16QamDstrbtnNbr	1632-Test_FDUL.QpskDstrbtnNbr	3169-DL Qpsk Distribution	3171-DL 16QAM Distribution	3174-DL 64 QAM Distribution	3167-DL QPSK Distribution Nom	3170-DL 16Qam Distribution NOM	3173-DL 64 QAM Distribution NOM	3168-Modulation Distribution DNOM	1787-Test_FDDL.Cqi5Nbr.CW	1789-Test_FDDL.Cqi6Nbr.CW	1791-Test_FDDL.Cqi7Nbr.CW	1793-Test_FDDL.Cqi8Nbr.CW	1796-Test_FDDL.Cqi9Nbr.CW	1799-Test_FDDL.Cqi10Nbr.CW	1801-Test_FDDL.Cqi11Nbr.CW	1803-Test_FDDL.Cqi12Nbr.CW	1805-Test_FDDL.Cqi13Nbr.CW	1806-Test_FDDL.Cqi14Nbr.CW	1807-Test_FDDL.Cqi15Nbr.CW
11/06/2020	22:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400211	UHN1AIC101400423	NAGOYA	NNC2301000321	12	1800	ONAIR	Gold	4.40119E+12	360660	18	6.6379	100	27.825	13.4154	-	4.7457	55.1829	40.0713	0	27.825	0.2656	635	646	715	772	8.6471	147	17	6.8634	2.0646	7100632776	1034.559	272322840	131.9	0.0003	0.9054	0.05	0.9554	0	7.8197	99564	1273238	10.7405	35525	330758	-97.7201	13.5484	0.2292	92366	136214	102202	21.3533	53.8322	24.8145	151399	381681	175940	709020	784	2152	1399	2608	3346	3569	4138	1985	1011	804	824
12/06/2020	21:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400211	UHN1AIC101400423	NAGOYA	NNC2301000321	12	1800	ONAIR	Gold	4.40119E+12	360660	21	9.0649	100	48.5598	17.5575	-	5.2656	75.2711	19.4632	0	48.5598	0.25	680	682	765	811	9.5	152	16	9.0397	1.9339	15940876072	1763.423	330153528	170.718	0.0008	2.0225	0.0602	2.0827	0	8.1926	156974	1916052	10.1089	40768	403289	-97.3927	17.9098	0.554	126286	143361	133652	3.1408	34.077	62.7822	43474	471679	869005	1384158	937	944	1120	1981	2753	3848	5288	3774	1007	771	1795
13/06/2020	21:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400211	UHN1AIC101400423	NAGOYA	NNC2301000321	12	1800	ONAIR	Gold	4.40119E+12	360660	15	7.0992	100	68.6239	29.7456	-	4.3452	84.0949	11.5599	0	68.6239	0.2188	556	650	555	723	9.9286	139	14	6.8389	2.0135	17828183720	2606.876	448090192	222.548	0.0009	2.2585	0.0893	2.3478	0	8.7136	235297	2700335	9.7914	56798	580080	-99.5032	14.8963	0.6819	181672	272779	125630	10.5733	56.3042	33.1225	241897	1288128	757777	2287802	936	1846	3108	6704	7373	6806	7732	2798	551	561	688
14/06/2020	23:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400211	UHN1AIC101400423	NAGOYA	NNC2301000321	12	1800	ONAIR	Gold	4.40119E+12	360660	17	6.734	100	29.4304	21.9089	-	29.0386	49.8738	21.0876	0	29.4304	0.2188	447	487	534	600	9.4286	132	14	9.3945	9.9297	9530733624	1014.506	20274009808	2041.756	0.0015	1.3153	2.5443	3.8596	0	8.1693	152436	1865968	9.9761	222200	2227329	-101.0983	12.02	1.0709	1568073	603787	55706	27.9141	61.8858	10.2001	40902	90680	14946	146528	669	970	909	1637	1798	1506	1832	932	717	628	618
15/06/2020	00:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400211	UHN1AIC101400423	NAGOYA	NNC2301000321	12	1800	ONAIR	Gold	4.40119E+12	360660	15	5.8879	100	33.7883	25.1937	-	37.2331	43.3574	19.4095	0	33.7883	0.2344	340	367	344	339	9.2667	139	15	8.3237	9.59	9353361896	1123.696	30221691856	3151.391	0.0025	1.3042	3.7836	5.0877	0	8.1465	208576	2560308	8.863	291621	3290315	-101.6873	12.1393	1.7705	2190983	976425	122653	26.8455	64.3706	8.7839	9786	23465	3202	36453	403	549	650	1034	1013	1104	1298	831	629	609	512
16/06/2020	19:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400211	UHN1AIC101400423	NAGOYA	NNC2301000321	12	1800	ONAIR	Gold	4.40119E+12	360660	19	2.8732	100	15.6458	24.9653	-	37.8907	39.2818	22.8275	0	15.6458	0.25	649	676	775	764	9.25	148	16	6.0483	8.6948	2461028008	406.898	27168690976	3124.722	0.0016	0.4817	3.4035	3.8852	0	8.6744	189288	2182155	9.8332	323538	3290258	-100.6361	14.3794	1.1464	1788846	1380974	120094	12.9891	65.3665	21.6444	51024	256774	85024	392822	847	1634	2026	3924	2267	1622	1586	1610	1436	1255	1505
17/06/2020	10:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400211	UHN1AIC101400423	NAGOYA	NNC2301000321	12	1800	ONAIR	Gold	4.40119E+12	360660	16	4.6472	100	20.3535	21.8946	-	44.3749	41.9065	13.7185	0	20.3535	0.1875	740	785	819	941	9	108	12	8.9509	9.1408	4492672384	501.922	27379481296	2995.319	0.002	0.8114	3.4341	4.2455	0	8.8224	171001	1938255	9.7934	307560	3140494	-101.5147	18.2832	1.4378	1733793	1372335	34424	11.909	33.2036	54.8874	18175	50674	83767	152616	936	1203	1317	2002	1987	2011	2197	2155	1810	1378	2889
11/06/2020	23:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	7	1800	ONAIR	Critical	4.40119E+12	360661	13	13.4849	100	11.5152	5.4011	-	4.7197	49.9668	45.3134	0	11.5152	0.1719	447	512	562	572	10.3636	114	11	14.321	3.7729	5485738376	383.055	83422376	22.111	0.0004	0.7048	0.0189	0.7236	0	7.78	46934	603268	11.1059	11289	101649	-94.0664	19.1646	0.3044	39336	60413	1892	1.5896	29.2957	69.1147	6922	127566	300955	435443	606	655	764	1054	1663	2154	1756	1198	1041	607	1190
12/06/2020	23:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	7	1800	ONAIR	Critical	4.40119E+12	360661	14	17.1174	100	13.2793	6.5063	-	4.9173	52.6607	42.422	0	13.2793	0.1875	442	483	477	561	10.5	126	12	18.3451	2.9777	8586866832	468.074	106117472	35.637	0.0005	1.1055	0.0229	1.1283	0	8.3458	76323	914505	9.8627	13796	139881	-94.7256	19.0952	0.385	54130	71627	14130	1.9251	18.2446	79.8302	13608	128963	564284	706855	593	812	691	1114	3602	3655	4182	1074	524	450	709
13/06/2020	00:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	7	1800	ONAIR	Critical	4.40119E+12	360661	14	15.3635	100	9.3601	5.1298	-	5.3953	44.8637	49.741	0	9.3601	0.2031	426	496	555	537	10.5385	137	13	16.6029	4.8525	5019944136	302.354	144882192	29.857	0.0004	0.6685	0.0306	0.6991	0	8.5998	44065	512395	9.7827	11221	114702	-94.4714	18.9103	0.2545	77811	31361	5523	4.2301	17.7604	78.0095	3742	15711	69008	88461	570	533	578	697	2317	1318	1736	727	419	401	719
14/06/2020	03:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	7	1800	ONAIR	Critical	4.40119E+12	360661	11	21.6929	100	16.8635	7.3128	-	7.3027	59.9322	32.7651	0	16.8635	0.125	314	345	453	449	11	88	8	23.7034	7.0309	14703378088	620.307	564257056	80.254	0.0012	1.8784	0.0994	1.9778	0	8.5792	113419	1322028	9.8589	18867	191370	-96.9894	23.143	0.8662	66572	121196	3584	0.2721	2.1123	97.6156	3039	23594	1090338	1116971	378	391	435	320	363	662	3002	5268	1459	1304	2003
15/06/2020	20:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	7	1800	ONAIR	Critical	4.40119E+12	360661	16	10.3615	100	24.9129	10.5547	-	5.3576	63.7399	30.9025	0	24.9129	0.2031	607	627	690	680	10.1538	132	13	10.7141	2.2268	9627046128	898.539	183183768	82.263	0.0005	1.2602	0.0445	1.3047	0	7.3592	89730	1219285	9.7767	24475	250339	-93.2604	17.1751	0.384	110863	93375	46085	9.0624	34.8425	56.0951	57890	222571	358331	638792	697	1090	886	1291	1445	1443	3122	4621	1577	880	999
16/06/2020	00:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	7	1800	ONAIR	Critical	4.40119E+12	360661	16	9.5595	100	36.3471	12.5185	-	7.7515	72.5	19.7486	0	36.3471	0.0938	1759	5017	4903	3616	8.6667	52	6	9.9667	2.5044	13066794736	1311.043	400716472	160.002	0.001	1.705	0.0739	1.7789	0	6.8942	160058	2321617	8.8828	31649	356294	-100.3287	13.8311	0.7521	19892	234491	101896	11.8975	71.5167	16.5858	274918	1652549	383252	2310719	1996	1720	2627	3670	3165	1947	2066	1817	1348	2593	2365
17/06/2020	12:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	7	1800	ONAIR	Critical	4.40119E+12	360661	21	9.8132	100	15.9702	11.5554	-	3.7025	22.0461	74.2514	0	15.9702	0.1562	119	157	139	195	8.7	87	10	10.4682	1.751	6134044192	585.967	197163808	112.601	0.0001	0.7989	0.0351	0.834	0.4356	7.7085	75685	981837	11.2884	30086	266521	-95.044	12.9982	0.2111	103740	58377	104431	33.0583	35.6961	31.2456	7933	8566	7498	23997	327	1299	509	616	998	819	782	600	319	303	563
11/06/2020	13:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	8	1800	ONAIR	Critical	4.40119E+12	360661	22	8.7792	100	45.0173	24.7817	-	16.7756	64.5062	18.7182	0	45.0173	0.4062	2437	2595	2658	2702	10.4231	271	26	8.9856	4.7161	14902336584	1658.466	4512009296	956.724	0.0006	2.1074	0.6351	2.7424	0	8.0591	238325	2957228	9.7113	146879	1512455	-98.669	14.6069	0.449	193082	1184514	134972	24.2845	41.0871	34.6284	521540	882398	743688	2147626	2817	3932	5815	9954	9620	5513	6738	7418	5263	4654	5454
12/06/2020	00:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	8	1800	ONAIR	Critical	4.40119E+12	360661	22	8.6211	100	41.4392	15.8368	-	7.3921	73.9957	18.6122	0	41.4392	0.3594	2558	2811	2815	3311	10.7391	247	23	9.0027	2.6137	12421140624	1379.715	322365248	123.336	0.0004	1.6891	0.0677	1.7567	0	6.2927	106846	1697923	7.3023	34751	475890	-96.0372	18.5331	0.2695	99333	351119	25444	2.9777	23.1734	73.8489	47515	369774	1178393	1595682	3092	3496	3713	4041	3955	6489	12187	15655	5504	3724	6595
13/06/2020	12:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	8	1800	ONAIR	Critical	4.40119E+12	360661	30	8.0436	100	31.2459	20.4584	-	4.5596	39.3002	56.1402	0	31.2459	0.6094	2497	2683	2989	3004	9.2821	362	39	7.9374	1.4877	10503571208	1323.304	625245240	420.266	0.0002	1.3697	0.1015	1.4712	0	7.7807	162648	2090407	11.092	85608	771802	-94.5054	14.759	0.1725	155234	266672	349905	26.6963	33.1561	40.1475	350436	435232	527006	1312674	3337	4832	5403	9282	6421	4637	5229	7362	7520	3118	3858
14/06/2020	20:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	8	1800	ONAIR	Critical	4.40119E+12	360661	29	8.0184	100	44.362	25.4192	-	4.8203	51.1049	44.0748	0	44.362	0.5469	2456	2676	2857	2965	10.1429	355	35	7.3712	1.6804	14871064936	2017.454	593363832	353.099	0.0003	1.9214	0.1047	2.0261	0.0291	8.2274	251535	3057291	11.5025	90543	787158	-94.4797	12.162	0.2266	165183	331893	290112	46.0014	29.4168	24.5818	487933	312022	260737	1060692	3233	5608	6463	7100	6135	5783	5975	6018	5669	3639	5452
15/06/2020	11:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	8	1800	ONAIR	Critical	4.40119E+12	360661	25	10.5348	100	44.6808	26.0923	-	14.5249	57.1394	28.3357	0	44.6808	0.4062	2125	2322	2609	2767	9.0385	235	26	10.642	4.3431	18762619104	1763.08	4408800128	1015.127	0.0004	2.5298	0.6218	3.1516	1.0401	8.0515	278277	3456205	9.6711	158213	1635932	-99.2689	11.0915	0.3866	254189	1136144	245565	41.024	50.4327	8.5433	352459	433294	73400	859153	3078	5034	9289	7011	4798	4590	5052	3703	2647	2105	2992
16/06/2020	18:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	8	1800	ONAIR	Critical	4.40119E+12	360661	31	11.2793	100	43.1839	24.7315	-	6.2188	52.1842	41.5971	0	43.1839	0.75	3344	3667	4102	4344	9.25	444	48	10.6197	4.3555	18762863504	1766.799	1704987672	391.453	0.0004	2.5773	0.2697	2.847	0.0001	8.0459	266697	3314712	11.4786	96934	844476	-92.9071	17.5237	0.2719	190622	490340	163532	10.2406	34.2077	55.5516	273134	912377	1481654	2667165	4709	6046	6693	7421	9380	10308	11355	10912	10245	7331	9413
17/06/2020	13:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	8	1800	ONAIR	Critical	4.40119E+12	360661	25	10.6081	100	31.4114	16.6499	-	8.9348	63.8723	27.1929	0	31.4114	0.5	2610	2659	2954	2919	9.5625	306	32	11.1624	2.6471	13170772312	1179.918	664215656	250.922	0.0004	1.7658	0.1149	1.8807	0	7.734	159203	2058485	9.7483	61374	629584	-95.9031	19.6659	0.2565	197883	294587	137172	5.6226	23.8256	70.5518	45516	192874	571134	809524	3063	3204	3346	3583	7589	10914	8744	5291	4092	7383	3888
11/06/2020	22:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	9	1800	ONAIR	Critical	4.40119E+12	360661	21	11.0504	100	52.4793	28.5988	-	3.1015	45.0782	51.8203	0	52.4793	0.4062	1892	2120	2271	2108	9.8462	256	26	10.5998	4.5452	23265660136	2194.905	2172469992	477.97	0.0008	3.0155	0.3177	3.3332	0	8.4032	342238	4072691	9.6637	94746	980431	-97.5018	13.5647	0.5825	243398	614306	122769	11.2268	74.4321	14.3411	224210	1486479	286406	1997095	2158	2365	3279	4772	7768	8175	6473	4493	3441	2527	3553
12/06/2020	22:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	9	1800	ONAIR	Critical	4.40119E+12	360661	19	9.6378	100	42.0001	14.4702	-	5.7663	76.5299	17.7038	0	42.0001	0.2344	1951	2263	2478	2355	10.1333	152	15	9.8853	3.2673	15813935944	1599.743	296324352	90.693	0.0006	2.0207	0.0643	2.085	0	8.448	224783	2660799	10.4137	34869	334839	-97.155	13.5519	0.4626	53373	247174	34374	10.6699	78.0789	11.2512	250720	1834691	264379	2349790	2349	2663	3349	5891	8709	6909	3897	3546	2386	2146	5554
13/06/2020	21:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	9	1800	ONAIR	Critical	4.40119E+12	360661	20	9.5914	100	50.9574	24.5462	-	4.1506	48.8383	47.0111	0	50.9574	0.2812	2603	2722	2885	2828	10.0556	181	18	9.663	3.6392	19954174760	2064.999	840080008	230.845	0.0007	2.6123	0.1469	2.7592	0	8.6167	340618	3952991	9.8657	60597	614222	-97.0476	13.9832	0.5124	120296	431185	62744	12.4048	72.2349	15.3604	269353	1568483	333530	2171366	2991	3206	4236	6665	9685	10937	8305	7846	4172	3388	6791
14/06/2020	10:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	9	1800	ONAIR	Critical	4.40119E+12	360661	21	18.7684	100	33.2887	16.2447	-	7.6504	61.1027	31.2469	0	33.2887	0.4062	2650	3070	3461	3664	9.5	247	26	19.1985	2.9349	25051807224	1304.884	617529816	210.408	0.0007	3.243	0.1184	3.3613	0	8.0845	211073	2610835	9.8436	51280	520950	-96.1511	21.1946	0.5319	124312	280671	115952	2.6787	16.8671	80.4542	20534	129299	616741	766574	3711	3856	4271	5626	8239	6409	6683	7868	4390	4112	10424
15/06/2020	22:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	9	1800	ONAIR	Critical	4.40119E+12	360661	22	10.1925	100	47.0176	22.4888	-	7.9804	72.7933	19.2262	0	47.0176	0.4688	2832	3246	3522	3546	10.0667	302	30	10.277	2.7245	19544691592	1901.796	930291960	341.458	0.0005	2.573	0.1564	2.7294	0	8.4338	306952	3639558	9.8899	80443	813382	-96.1631	14.6673	0.3907	237900	390204	185301	8.7669	67.3145	23.9186	262676	2016887	716651	2996214	3483	3847	4443	7324	12599	13909	10434	7586	6711	5717	11343
16/06/2020	16:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	9	1800	ONAIR	Critical	4.40119E+12	360661	28	14.2753	100	37.2037	22.5078	-	7.8706	49.9225	42.2069	0	37.2037	0.6562	4415	4938	5338	5803	9.7619	410	42	14.7631	3.2011	20917049536	1416.849	1102380392	344.378	0.0004	2.9565	0.1896	3.1461	0.1156	8.3032	290562	3499388	10.1363	91790	905561	-95.4501	19.3485	0.3028	320707	489248	95567	6.0786	27.532	66.3894	54628	247428	596638	898694	5998	6022	6555	7418	10774	10918	10825	14473	10544	9202	20255
17/06/2020	22:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Chikusakakuozan	UHN1AIC100400212	UHN1AIC101400425	NAGOYA	NNC2301000372	9	1800	ONAIR	Critical	4.40119E+12	360661	21	10.2521	100	54.3848	17.6888	-	4.8275	76.1908	18.9818	0	54.3848	0.2344	2459	2708	3110	3166	9.7333	146	15	10.369	4.1374	21293100264	2053.527	482588304	116.64	0.001	2.6943	0.0989	2.7932	0	8.2978	243566	2935317	10.8251	38572	356321	-92.9077	16.0825	0.7524	49243	280605	26441	5.9322	49.248	44.8198	169833	1409920	1283143	2862896	3146	3152	4244	5896	6580	6271	8707	10195	5983	3840	4722
11/06/2020	17:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400217	UHN1AIC101400435	NAGOYA	NNC2301000691	10	1800	ONAIR	Silver	4.40119E+12	360666	18	15.1757	100	43.81	24.8093	-	0.9713	10.2908	88.7379	0	43.81	0.25	203	207	264	350	10.5625	169	16	15.1979	3.284	26045382992	1713.746	413105592	125.795	0.0012	3.3446	0.0786	3.4232	0	8.4451	249244	2951344	10.0067	33391	333685	-95.8233	19.0696	0.8802	204866	95871	32948	17.4903	8.3331	74.1766	95599	45547	405436	546582	438	742	1317	1960	2389	1703	1147	887	1006	986	2928
12/06/2020	07:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400217	UHN1AIC101400435	NAGOYA	NNC2301000691	10	1800	ONAIR	Silver	4.40119E+12	360666	17	7.8989	100	46.0266	14.7557	-	4.2775	68.1247	27.5978	0	46.0266	0.25	337	359	347	413	10.1875	163	16	8.0237	3.824	13115611056	1634.614	299523304	78.327	0.0007	1.6588	0.0729	1.7317	0	8.8293	148834	1685689	9.7706	26243	268592	-97.1053	16.4663	0.5377	61424	191619	15549	3.2672	48.3294	48.4033	47469	702171	703245	1452885	346	394	420	1550	3765	3358	1859	3724	811	987	2272
13/06/2020	16:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400217	UHN1AIC101400435	NAGOYA	NNC2301000691	10	1800	ONAIR	Silver	4.40119E+12	360666	18	10.6592	100	70.6582	20.2033	-	4.8481	81.1451	14.0068	0	70.6582	0.1406	193	183	207	180	11.5556	104	9	10.7775	3.3137	27033139688	2508.291	387186384	116.843	0.0014	3.4013	0.1056	3.5069	0	9.0772	223637	2463734	9.9843	37110	371682	-100.235	20.6612	1.0378	58101	295243	18412	0.449	5.986	93.565	10443	139217	2176056	2325716	174	309	220	199	254	673	2819	6497	7914	2721	2512
14/06/2020	08:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400217	UHN1AIC101400435	NAGOYA	NNC2301000691	10	1800	ONAIR	Silver	4.40119E+12	360666	14	8.6234	100	45.0273	15.1674	-	6.8956	67.4042	25.7002	0	45.0273	0.1094	52	40	55	100	12.5714	88	7	9.066	2.8258	13884405504	1531.483	487787680	172.621	0.0011	1.8087	0.0842	1.8929	0	5.7356	97031	1691718	10.0066	40210	401833	-102.3312	18.7723	0.7589	31200	318174	52461	0.5838	18.9565	80.4597	9013	292683	1242275	1543971	120	49	50	74	220	2109	1292	1890	4376	6963	4854
15/06/2020	20:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400217	UHN1AIC101400435	NAGOYA	NNC2301000691	10	1800	ONAIR	Silver	4.40119E+12	360666	21	13.6601	100	29.7868	16.4313	-	3.3085	40.9957	55.6958	0	29.7868	0.3438	390	400	483	557	10	220	22	13.8324	2.7105	15658678744	1132.032	233313112	86.077	0.0005	2.0234	0.0501	2.0736	0	8.257	162071	1962842	10.1451	30814	303732	-96.5282	16.5657	0.3889	175268	80638	47834	7.0783	47.2653	45.6564	61154	408354	394454	863962	694	828	1241	2453	3437	1594	1835	2485	2291	1717	4446
16/06/2020	20:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400217	UHN1AIC101400435	NAGOYA	NNC2301000691	10	1800	ONAIR	Silver	4.40119E+12	360666	20	9.942	100	20.2192	14.1912	-	10.3897	53.989	35.6213	0	20.2192	0.2969	51	70	87	81	10.2105	194	19	12.6532	3.0311	8015108688	633.445	797810648	263.209	0.0004	1.2536	0.1164	1.37	0	8.81	165116	1874180	10.0112	60743	606749	-99.1562	19.5372	0.2712	252236	211907	142604	12.2584	13.8247	73.9169	3749	4228	22606	30583	89	101	99	173	210	178	255	297	318	426	1773
17/06/2020	13:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400217	UHN1AIC101400435	NAGOYA	NNC2301000691	10	1800	ONAIR	Silver	4.40119E+12	360666	21	11.4064	100	23.4602	11.2745	-	5.2993	47.3206	47.3801	0	23.4602	0.3594	484	559	653	690	10.9565	252	23	12.1309	2.946	10134711904	835.445	310861304	105.521	0.0003	1.2972	0.0563	1.3534	0	8.2527	106509	1290595	10.6355	31633	297429	-97.6557	16.9604	0.2337	111362	127763	58301	5.9529	39.0027	55.0445	39175	256671	362240	658086	597	743	811	1259	2207	1323	2274	2499	3539	1678	2947
11/06/2020	08:00	TOKAI	AICHI-KEN	NAGOYA-SHI	AIC-CHIKUSA-HEIWAKOEN	Nagoyahigashiyama	UHN1AIC100400217	UHN1AIC101400435	NAGOYA	NNC2301000691	11	1800	ONAIR	Silver	4.40119E+12	360666	24	8.537	100	17.2106	10.0979	-	10.6067	55.0478	34.3455	0	17.2106	0.4844	655	696	750	779	10.871	337	31	10.0642	2.5494	5952356792	591.436	394840176	154.875	0.0002	0.791	0.0687	0.8598	0	8.6853	99429	1144796	9.5915	41215	429705	-98.3954	14.8852	0.1324	143343	195086	91274	11.7913	53.6686	34.5402	98777	449588	289347	837712	1051	1179	1336	2380	4167	5286	4910	8120	7705	2316	4053
